སྐར་མ་ཆ་སྡོད།	གཞི་གཅིག་ལ་བརྟེན་ནས་བསྐོར་བ་བྱེད་པའི་བརྟན་སྐར་གཉིས་ཀྱིས་གྲུབ།	གྲུབ་ཚུལ།
སྐར་མ་བརྟན་པ།	Polaris	ཕྱི་ཡིག་གི་མིང་།
བདེ་འཇགས་ངང་གློག་བཀོལ་བ།	安全用电	རྒྱ་ཡིག་གི་མིང་།
བཀྲ་ཤིས་དབང་ཕྱུག	ཀྲུའུ་རིན་རིམ་པའི་སྙན་སྒྲོན་པ།	ལས་ཐོབ།
བོད་ཀྱི་པར་ཁང་གྲགས་ཅན་བདུན།	བོད་ཀྱི་པར་ཁང་གྲགས་ཅན་བདུན།	བོད་ཡིག་གི་མིང་།
ངོ་བོ་གཅིག་པ།	ཚད་མའི་བརྡ་ཆད།	ཁོངས་གཏོགས།
ནེ་རོ་པི་གྲོང་ཁྱེར།	UTC+3	དུས་ཁུལ།
འཇམ་མགོན་དཀོན་མཆོག་གྲགས་པ།	ས་སྐྱ་བ།	གྲུབ་མཐའ།
མཚན་ཕྱིའི་གཉན་ཚད།	vulvitis	ཕྱི་ཡིག་གི་མིང་།
མཛོད་དགེ་རྩྭ་ཐང་ཆེན་མོ།	若尔盖大草原	རྒྱ་ཡིག་གི་མིང་།
པྲ་ཕབ།	ནང་བསྟན་གྱི་བརྡ་ཆད།	ཁོངས་གཏོགས།
རིམ་བརྒལ་ཡིག་དེབ།	HT	ཕྱི་ཡིག་གི་བསྡུས་མིང་།
ཀྲིན་ཁྲུན་ཀུང་།	རྒྱ་རིགས།	མི་རིགས།
བླ་ཁོ་འཇིགས་མེད་འཕྲིན་ལས་རྒྱ་མཚོའི་བཞུགས་ཁྲི།	སྨི3670ཡོད།	མཚོ་འཕགས།
གཡུལ་ས་བརྒལ་བ།	穿越火线	རྒྱ་ཡིག་གི་མིང་།
ལྕང་ལ་སྡེ་གསར།	མི612	མི་གྲངས།
ལུག་མཉེ་མེ་ཏོག	ཡ་གླིང་ཤར་ཁུལཡོ་རོབ་གླིང་མེ་གླིང་བྱང་མ་སོགས་ལ་ཁྱབ་ཡོད	ཁྱབ་ཡུལ
དྲེལ།	སྒལ་ཐག་སྲོག་ཆགས་སྒོ།	སྒོ
ཚན་རིག་རིག་པ།	ScienceofScience	ཕྱི་ཡིག་གི་མིང་།
ཆའོ་དབྱི་སི།	ཨིར་ལན།	རྒྱལ་ཁབ།
ཀ་ཐོག་ཡུལ་ཚོ།	ཡུལ་ཚོ།	སྲིད་འཛིན་རིགས་དབྱེ།
རེབ་གོང་རྫོང་རོང་བོ་བཅའ་སྡོད་སློབ་གྲྭ་གཉིས་པ།	rebgongrtzongrongbobcarsdobslobgargnyispa	ལ་ཏིང་གི་མིང་།
སྤྱི་བའི་སྤྱི་ཚོགས་རིག་པ།	སྤྱི་ཚོགས་རིག་པ།	རྣམ་པ།
སྒྲོལ་མའི་གཏེར་ཆུ།	sgrolmavigterchu	ལ་ཏིང་གི་མིང་།
སྐྱེ་ཁམས་རིག་པ།	Ecology	ཕྱི་ཡིག་གི་མིང་།
ན་ཁྲི་སྟེགས་ཆུ་མིག	གདང་ལ་གྲོང་རྡལ་གྱི་ནུབ་བྱང་ཕྱོགས་སུ་གནས།	གནས་ཡུལ།
དྲེད་མོང་།	BrownBear	ཕྱི་ཡིག་གི་མིང་།
ཐར་ཤུལ་ཆོས་སྐྱོང་རྒྱ་མཚོ།	པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།	བླ་མ།
བརྟན་སྐར་གནམ་དཔྱད་རིག་པ།	F.W.ཧོ་ཞེར།	འདོན་པ་པོ།
དཔའ་ཐུལ་ཆུ།	华图曲	རྒྱ་ཡིག་གི་མིང་།
གཅིག	one	ཕྱི་ཡིག་གི་མིང་
སུག་ཚིགས་སྲོག་ཆགས།	སུག་ཚིགས་སྲོག་ཆགས་སྒོ།	སྒོ།
ཅོག་ཙེ་རྒྱལ་ས།	སྨི་གྲུ་བཞི་མ1500ཡོད།	རྒྱ་ཁྱོན།
སྤྱི་ཚོགས་ཚོགས་སྤྱི།	སྤྱི་ཚོགས་འབྲེལ་བ་མཉམ་དུ་སྦྲེལ་ནས་བྱེད་སྒོ་སྤེལ་བའི་ཐུན་མོང་།	འགྲེལ་བ།
ཐོད་དགོན་པ།	བསོད་ནམས་བཟང་པོ།	བཞེངས་མཁན།
ཀུན་གཞི་ཁོ་ན་སྨྲ་བ།	དུས་རབས19བའི་ལོ་རབས20བ།	བྱུང་བའི་དུས་ཚོད།
བེའུ་ཧ་ཆུ།	རྨིད4350ཡོད།	མཚོ་འཕགས།
ཅུ་ལི་ཆུང་།	སོན་བཏུམས་རྩི་ཤིང་སྒོ།	སྒོ
ཚེ་ཆུ་འབུམ་པ།	ཚེ་བཅུད་འབུམ་པ།	མིང་གཞན།
མཐའ་སྐར།	བརྟན་སྐར་ཆུང་བ་དཀར་པོ།	ཁོངས་གཏོགས།
སྤྱི་འབྲེལ་མི་སྣ།	སློབ་ཆེན་དངོས་གཞི།	རིག་གནས་ཆུ་ཚད།
ལུག་གུའི་ཝུས་ཐའོ་ནད་བཅོས་པའི་སྨན་སྦྱོར།	ཕྱུགས་ནད།	རིགས་དབྱེ།
ལོ་མ་དམར་པོ།	ཤིང་ཧུང་ལུ།	རིགས།
འོ་ཟོ་དང་འོ་རྟ།	འཚོ་བའི་ཡོ་བྱད།	ཁོངས་གཏོགས།
ཨ་པིས་རངས་གྲོང་ཁྱེར།	ཁོ་ཐེ་ཏི་ཝོར།	ཁོངས་གཏོགས་ས་ཁུལ།
ཁ་ལོ་པ།	Thedriver	ཕྱི་ཡིག་གི་མིང་།
མཱ་ཡའི་ཨང་ཀི	Mayanumbers	ཕྱི་ཡིག་གི་མིང་
རིས་སྒྲོམ་སྐར་ཚོམ།	-43°～-64°	འཕྲེད་ཚད།
ཕུ་བོས་ནུ་བོར་བཏམས་ཤིང་བསྟན་པའི་མདོ།	P•T•1283དངP•T•2111	མ་ཡིག་གི་ཨང་རྟགས།
དར་ཚོ་བརྒྱད་ཀྱི་ལམ་ལུགས།	Bannersystem	ཕྱི་ཡིག་གི་མིང་།
རྒྱུ་སོར་བཅུ་གཉིས།	十二指肠	རྒྱ་ཡིག་གི་མིང་།
ཙ་མ་རི་པ།	ལྷམ་མཁན།	རྟེན།
ནོར་བ་གྲོང་ཚོ།	མི1739	མི་གྲངས།
རྗེ་བཙུན་ཀུན་དགའ་སྙིང་བོ།	འཇམ་དབྱངས་སྤྲུལ་སྐུ་སངས་རྒྱས་རྒྱ་མཚོ།	སློབ་མ་གཙོ་བོ།
བན་དེ་མཚོ་ཆེན།	bandemtshochen	ལ་ཏིང་གི་མིང་།
སྤང་ཐོག་དགོན་པའི་རྡོ་བརྐོས་བཀའ་འགྱུར།	རྫོང་མདའ་སྤང་ཐོག	གནས་ཡུལ།
རྔ་བ་ཁུལ་ཕྱུགས་རིགས་དང་ཁྱིམ་བྱའི་རྒྱུད་སྤེལ་ལེགས་བཅོས་ས་ཚིགས།	སྤྱི་ལོ1978ལོ།	བཙུགས་ལོ།
ས་ཁམས་ཤེས་རྟོགས་ཆེན་མོ།	ཡོ་རོབ་གླིང་།	ས་གནས།
ཕག	ཕག་ཁོངས།	ཁོངས།
ས་ལར་རིགས།	དབྱི་སི་ལན་ཆོས་ལུགས།	ཆོས་ལུགས།
ནག་མོ་ཁོལ།	《སྤྲིན་གྱི་ཕོ་ཉ》《དུས་དྲུག་གི་འགྱུར་ཁུག》《རཱ་གྟུའི་གདུང་རིགས》《དབྱངས་ཅན་མགུལ་རྒྱན》	འཐུས་ཚབ་བརྩམས་ཆོས།
གསེར་རྐོ་གྲོང་ཚོ།	སི་ཁྲོན་ཞིང་ཆེན་རྔ་བ་ཁུལ་ཟུང་ཆུ་རྫོང་གཙོ་ཚང་དགོན་གྲོང་རྡལ་གསེར་རྐོ་གྲོང་ཚོ།	གནས་ཡུལ།
སངས་རྒྱས།	ཀྲུང་གོ།	རྒྱལ་ཁབ།
Excel2007	Excel2007	རྒྱ་ཡིག་གི་མིང་།
ལྷ་རྒྱལ་བཀྲ་ཤིས།	མཚོ་སྔོན་དགེ་ཐོན་སློབ་ཆེན།	མཐར་ཕྱིན་སློབ་གྲྭ།
གཞི་གྲུབ་དང་དུས་ཚོད།	«Seinuhdzeit；beingandtime»	ཕྱི་ཡིག་གི་མིང་།
ཚུའེ་ཅན།	최건	ཕྱི་རྒྱལ་གྱི་མིང་།
བོང་ང་ནག་པོ།	AconitumkusnezoffiiReichb	ལ་ཏིང་སྐད།
བཙུན་མོ་ཚལ།	ལྷ་ས་གྲོང་ཁྱེར་སྟག་རྩེ་རྫོང་།	ཆགས་ཡུལ།
སེང་ལྕམ་འབྲུག་མོ།	བྱང་བཟའ།	ཡུམ།
གླ་བ།	རྒྱལ་ཁབ་ཀྱི་་སྲུང་སྐྱོབ་སྲོག་ཆགས་རིམ་པ་གཉིས་པ།	སྲུང་སྐྱོབ་རིམ་པ།
ཐད་སྒྱུར།	直译	རྒྱ་ཡིག་གི་མིང་།
ཉི་ཧོང་ཀླད་པའི་གཉན་ཚད།	日本脑炎	རྒྱ་ཡིག་གི་མིང་།
ས་རྒྱུ་སྦག་བཙོག	soilpollution	ཕྱི་ཡིག་གི་མིང་
སྤྱི་བའི་སྤྱི་ཚོགས་རིག་པ།	公共社会学	རྒྱ་ཡིག་གི་མིང་།
བྷི་ཁ་ན།	དམངས་རིགས།	རིགས།
དྲོད་མ་གྲང་རྒྱུད་ཀྱི་ལོ་མ་ཕྲ་རིགས་ནགས་ཚལ་གྱི་ནམ་ཟླ།	ས་ཐལ།	ས་གཤིས།
དེའུ་སྔོན་འབྲོག་དམངས་ཨུ་ཡོན་ལྷན་ཁང་།	devusangnvbrogdmangsauyonlhnkhang	ལ་ཏིང་གི་མིང་།
ཕུག་ཡུལ་རྒྱལ་སའི་མཁར་རྙིང་།	phug-yulrgylsvimkharrnying	ལ་ཏིང་གི་མིང་།
ཨ་རིག་ཅེས་པའི་མིང་གི་བྱུང་ཚུལ།	ལོ་རྒྱུས།	ཁོངས་གཏོགས།
ཧྥུ་ཐུ།	སྤྱི་ལོ(1745.2.8--1827.3.5)	འཁྲུངས་འདས་ལོ་ཚིགས།
ཁྲ་བོར་མའི་མཚོ།	khrabormvimtsho	ལ་ཏིང་གི་མིང་།
ཨ་མྱེས་རྫ་བོངས་ལབ་ཙེ།	རྨ་ལྷོ་བོད་རིགས་རང་སྐྱོང་ཁུལ་རྩེ་ཁོག་རྫོང་དམེ་ཤུལ་གྲོང་རྡལ་ལུང་བཟང་སྡེ་བའི་མངའ་ཁོངས་སུ་ཡོད།	གནས་ཡུལ།
རྐང་དམག	步兵	རྒྱ་ཡིག་གི་མིང་།
དབང་པོ་ལག་པ།	ལོ་མ་ཟུང་ལྡན་གྱི་རྩི་ཤིང་སྐོར།	སྐོར།
བསྐལ་རབས་ཐོག་མ།	2.5D	རོལ་རྩེད་ཀྱི་གཟུགས་བརྙན།
ཁུར་མོང་།	ཀྲུང་གོ་དང་ཁྲའོ་ཞན།ཕྱི་སོགཨུ་རུ་སུ་ལ་ཁྱབ་ཡོད།	ཁྱབ་ཡུལ།
ལབ་ཙེ་གསུམ་པ།	གདང་ལ་གྲོང་རྡལ་གྱི་བྱང་ཕྱོགས་སུ་གནས།	གནས་ཡུལ།
བྱིས་པའི་རྔུལ་འབྲུམ་ནད།	བྱིས་ནད་ཀྱི་རིགས།	རིགས་དབྱེ།
མགོ་དཀྲིས་དམར་པོའི་འོས་ལངས།	ཡོན་རྒྱལ་རབས།	དུས་རབས།
སྲོལ་རྒྱུན་སྨྱན་ཆས།	བརྙན་འཕྲིན།སྒྲ་སྡུད་འཕྲུལ་ཆས་སོགས།	རིགས་དབྱེ།
སེང་གེ་ཡུལ་ཚོ།	སྤྱི་ལེ་གྲུ་བཞི་མ90ལས་མེད།	རྒྱ་ཁྱོན།
དོན་འགྲུབ་དབང་འབུམ།	ཀན་སུའུ་ཞིང་ཆེན་དཔའ་རིས་བོད་རིགས་རང་སྐྱོང་རྫོང་།	འཁྲུངས་ཡུལ།
AK-47འཕྲལ་རྒོལ་རིང་མདའ།	དབྱི་རེ་ཧྥུ་སི་ཁོ་དམག་དོན་བཟོ་གྲྭ།	བཟོ་སྐྲུན་བཟོ་གྲྭ།
སེང་མོ་དགོན།	མ་གཟའ་རྡོར་གསུམ།	བཀའ་སྲུང་།
ཡོང་འཛིན་དགེ་བཤེས་འཇམ་དབྱངས་རྒྱ་མཚོ།	ཡོངས་འཛིན།	ལས་རིགས།
ནད་དུག་ཕྲ་རབ།	parvovirus	ཕྱི་ཡིག་གི་མིང་།
རི་གསུམ།	སྡེ་བ།	སྲིད་འཛིན་ཁོངས་དབྱེ།
ཕི་ཁའོ་ཧྥ་ར།	pF	མཚོན་རྟགས།
ལྡོང་ར་ཁྲ་རྒན་པོ།	སྨུག་པོ་ལྡོང་གི་མེས་དབོན་རྣམ་གསུམ་གྱི་ཡ་གྱལ།	ཁོངས་གཏོགས།
སྤྱི་ཚོགས་རིང་ལུགས་ཀྱི་དཔལ་འབྱོར།	སྤྱི་ཚོགས་རིང་ལུགས་སྤྱི་ལ་དབང་བའི་དཔལ་འབྱོར་ལམ་ལུགས།	ཁྱབ་ཁོངས།
རིགས་པ་དྲུག་ཅུ་བ།	རྒྱ་གར་གྱི་མཁན་པོ་མུ་ཏི་ཏ་ཤྲཱི་དང་བོད་ཀྱི་ལོཙྪ་བ་པ་ཚབ་ཉི་མ་གྲགས།	སྒྱུར་མཁན།
མདའ་གཞུ་བདུན་པ།	Adhara	ཕྱི་ཡིག་གི་མིང་།
ལི་ཁོ་རན།	ནུབ་ཕྱོགས་རི་མོའི་འབྲི་སྲོལ་ཀྲུང་གོའི་སྲོལ་རྒྱུན་སྣག་རིས་འབྲི་སྲོལ་ནང་ཞུགས་པ།	བྱས་རྗེས་གཙོ་བོ།
ཅོག་ཙེ་རྒྱལ་ས།	རྒྱལ་ཁབ་རིམ་པའི་སྲུང་སྐྱོབ།	སྲུང་སྐྱོབ་རིམ་ཚད།
ཏོ་ལོན་ཏོ་གྲོང་ཁྱེར།	མཉམ་འབྲེལ་ས་ཚིགས།	མེ་འཁོར་ས་ཚིགས།
ཕ་བླ་དགོན་པ།	སྟོན་པའི་སྐུ་དང་མཁན་སློབ་ཆོས་གསུམ་གྱི་སྐུ།གུ་རུ་མཚན་བརྒྱད་དང་མགོན་པོ་འཇམ་པའི་དབྱངས་ཀྱི་སྐུ་བཅས་སོ།།	རྟེན་གཙོ་བོ།
ཨིནྡྲ་ནཱི་ལ།	ཨིནྡྲ་རྙིལ།དབང་སྔོན།རིན་ཆེན་སྔོན་པོ།	མིང་གཞན།
རྡོ་བཞི་འབྲོག་དམངས་ཨུ་ཡོན་ལྷན་ཁང་།	མཚོ་ནུབ་ཁུལ་ཐེམ་ཆེན་རྫོང་བྲག་དམར་ཡུལ་ཚོ།	སྲིད་འཛིན་ཁོངས་གཏོགས།
ཧྲུན་ཅང་གྲོང་ཚོ་དང་པོ།	གྲོང་ཚོ།	སྲིད་འཛིན་རིགས་དབྱེ།
རྨ་ལྷོ་སོག་རྫོང་ཉིན་མཐའ་གྲོང་རྡལ་བཅའ་སྡོད་སློབ་ཆུང་གཉིས་པ།	རྨ་ལྷོ་ཁུལ་རྨ་ལྷོ་སོག་རྫོང་ཉིན་མཐའ་གྲོང་རྡལ།	གནས་ཡུལ།
གཏུམ་འབྲུག	སྒལ་ཐག་སྲོག་ཆགས་སྒོ	སྒོ
སྒོ་བཅད་ཆུ་བོ།	རྨ་ལྷོ་བོད་རིགས་རང་སྐྱོང་ཁུལ་རྩེ་ཁོག་རྫོང་ཧོར་གྲོང་རྡལ་གྱི་མངའ་ཁོངས་སུ་ཡོད།	གནས་ཡུལ།
ཁར་ཐུམ་གྲོང་ཁྱེར།	རྦབ་ཆུ་ཨང་དྲུག་པ།ཧྲ་པཱ་ལུའོ་ཅཱ་འགག	མཛེས་ལྗོངས་གྲགས་ཅན།
མཚེའུ་ལུང་ལྗོངས་སྐོར།	ཀྲུང་གོ	ཁོངས་གཏོགས་རྒྱལ་ཁབ།
ཀརྐ་ཊ་སྐར་ཚོམ།	སྡིག་སྦལ་གྱི་རྭ་ཅོ་གཉིས་ཏེ“♋”	སྐར་ཚོམ་གྱི་མཚོན་རྟགས།
སྤེ་སེར་དགོན།	དགོན་པ།	རིགས་དབྱེ།
སྨྱན་མང་རྩིས་འཁོར།	multimediacomputer	ཕྱི་ཡིག་གི་མིང་།
སྤྲུལ་སྐུ་དཀོན་མཆོག་ཉི་མ།	དགེ་ལུགས་པ།	གྲུབ་མཐའ།
རྒྱལ་སྨད་དགོན།	བོད་ལྗོངས་གཞིས་ཀ་རྩེ་ས་ཁུལ་གྱི་རྒྱལ་རྩེ་རྫོང་།	གནས་ཡུལ།
རྡོ་རྒྱུད་ཆུ་ཁ།	rdorkyudchukha	ལ་ཏིང་གི་མིང་།
སྐད་ཡིག་རིག་ཚན།	དངོས་ལུགས་རྩིས་ཚན།	ཁ་གཏད་རིག་ཚན།
རྒང་།	ཟེར་མོ།	མིང་གཞན།
ཐན་ཙན་ནི་ཡའི་མི།	坦桑尼亚人	རྒྱ་ཡིག་གི་མིང་།
མཁོ་མཁན་སྣེ།	རྩེད་མོ།སྤོ་སྒུལ(དཔེར་ན་།ལག་ཐོགས་ཁ་པར）སོགས་ལྟ་བུའོ།	ཉེར་སྤྱོད།
རྒྱུད་འདེད།	heredity	ཕྱི་ཡིག་གི་མིང་།
རུས་སྦལ།	Tortoise	ལ་ཏིང་གི་སྐད།
ང་ལུམ་སྦྱར་གསུམ།	阿尔布巴等三噶伦	རྒྱ་ཡིག་གི་མིང་།
སྤྱང་ཀི	Canislupus	ལ་ཏིང་གི་སྐད
ཕྱུག་བདག་དགག་རྒྱག	欢乐斗地主	རྒྱ་ཡིག་གི་མིང་།
དྲ་ཐོག་ཉོ་ཆ།	བརྗེ་རེས།	རྣམ་པ།
གོར་ཧྥོ་སྤོ་ལོ།	དུས་རབས་བཅོ་ལྔ་བའི་ནང་།	འབྱུང་དུས།
བློ་བཟང་ཆོས་འཕགས།	《བྱང་ཆུབ་ལམ་རིམ་ཆེན་མོ》རྒྱ་ཡིག་ཏུ་བསྒྱུར།	འཐུས་ཚབ་སྒྱུར་རྩོམ།
ཐན་ཁེའི་འཇིག་རྟེན།	3D	རོལ་རྩེད་ཀྱི་གཟུགས་བརྙན།
རལ་གྲིའི་རྣམ་ཤེས།	NCsoft	གསར་སྤེལ་ཀུང་ཟི།
ལིའུ་པིན།	རྒྱ་རིགས།	མི་རིགས།
མཱོ་ཙི།	ཧྭ་ཞ་རིགས།	མི་རིགས།
སེང་གཤོང་བཟོ་རིག་སྒྱུ་རྩལ།	སྤྱི་ལོ2005ལོའི་ཟླ12པ།	པར་སྐྲུན་གྱི་ལོ།
དགེ་འདུན་རྒྱལ་མཚན།	རོང་པོ་ལྗགས་ནག་པ།	མཚན་གཞན།
ཨ་ཁུ་ཐང་མུའུ།	汤姆叔叔	རྒྱ་ཡིག་གི་མིང་།
ཀྲུང་གོ་རྩི་ཤིང་སློབ་ཚོགས།	སྤྱི་ལོ1933ལོ།	གསར་འཛུགས་དུས་ཚོད།
མོ་ཨེར།	Moore	ཕྱི་ཡིག་གི་མིང་།
དྲེད་མོང་།	Ursusarctos	ལ་ཏིང་གི་སྐད།
འདོན་འཇུག་པ།	stower	ཕྱི་ཡིག་གི་མིང་།
ཁུ་བྱུག	杜鹃	རྒྱ་ཡིག་གི་མིང་།
ཁྱུང་སྲས་ནོར་བུ་དགྲ་འདུལ།	མཚོ་ལྷོ་ཁུལ་བྲག་དཀར་རྫོང་དཔལ་ཁ་གྲོང་རྡལ།	སྲིད་འཛིན་ཁོངས་གཏོགས།
ཚ་བའི་སྦག་བཙོག	thermalpollution	ཕྱི་ཡིག་གི་མིང་།
གོ་རམས་པ་བསོད་ནམས་སེང་གེ།	མདོ་ཁམས་འབོམ།	འཁྲུངས་ཡུལ།
མན་ཀུའུ་རྒྱལ་པོའི་ཕོ་བྲང་།	ཐེ་གོ	ཁོངས་གཏོགས་རྒྱལ་ཁབ།
དྲང་སྲོང་མེ་ཏོག	སུམ་ཅུ་ཏིག་ཚན	ཚན
སྔགས་ས་དགེ་བཤེས་འཇམ་དབྱངས་དོན་ཡོད།	སྤྱི་ལོ（1878-1959）	འཁྲུངས་འདས་ལོ།
ཁྲི་དཔོན།	ཁྲི་ཤོག་གི་ཆེས་མཐོའི་དམག་དོན་བཀོད་འདོམས་པ།	དོན་འགྲེལ།
ཨང་རྟགས།	accountnumber	ཕྱི་ཡིག་གི་མིང་།
དབྱི་སི་ལན་ཆོས་ལུགས།	ཨ་རབ་གླིང་ཕྲན་ཕྱེད་མ།	བྱུང་ཡུལ།\t
ཀྲོའུ་ཨུན་ལའེ།	ཝུའུ་ཧའོ།	མིང་གཞན།
སྦུག་སོ།	wisdomtooth	ཕྱི་ཡིག་གི་མིང་།
རྒྱལ་སྤྱིའི་ཨེ་ཙི་ཉིན་མོ།	ཟླ12པའི་ཚེས1ཉིན།	དུས་ཚོད།
གཡས་རུའི་བརྒྱད།	མུ་ཁྲི་བཙན་པོ།	དུས་སྐབས།
སྐྱ་ཀ	སྒལ་ཐག་སྲོག་ཆགས་སྒོ	སྒོ
ཨ་མ་སུ་མེ།	གཞི་བདག	རིགས་དབྱེ།
དབང་ཕྱུག	གཞིས་ཀ་རྩེ།	འཁྲུངས་ཡུལ།
Skype	སྐད་རིགས་སྣ་ཚོགས	མཉེན་ཆས་སྐད་བརྡ
ཝཱ་ར་ཎ་སི།	སངས་རྒྱས་ཤཱཀྱ་ཐུབ་པས་ཆོས་ཀྱི་འཁོར་ལོ་གསུམ་བསྐོར་བ་ལས་བཀའ་དང་པོ་བདེན་བཞིའི་ཆོས་འཁོར་བསྐོར་བའི་གནས།	དོན་སྙིང་།
ཁྲ་གོར་ཆུ།	恰窝曲	རྒྱ་ཡིག་གི་མིང་།
རེབ་གོང་མཆོད་རྟེན།	བློ་བཟང་ལུང་རྟོགས་བསྟན་པའི་རྒྱལ་མཚན།	བཞེངས་མཁན།
གྲ་ནང་བྱམས་པ་གླིང་གི་མཆོད་རྟེན།	ཐོག་བརྩེགས་བཅུ་བདུན་ལྷག	མཐོ་ཚད།
རྩེབ་གཉག	སྒལ་ཐག་སྲོག་ཆགས་སྒོ།	སྒོ།
ཐེམ་ཆེན་རྫོང་མི་རིགས་སློབ་ཆུང་དང་པོ།	གཞུང་བཙུགས་སློབ་གྲྭ།	རིགས་དབྱེ།
ཧྲོང་པའེ་སློབ་ཆུང་།	བཙན་ལྷ་རྫོང་གི་ཧྲོང་པའེ་ཡུལ་ཚོ་དུ་གནས།	གནས་ཡུལ།
ཕྱུགས་རྫིའི་སྐར་ཚོམ།	牧夫座	རྒྱ་ཡིག་གི་མིང་།
དབྱང་ཧྲན་ཀྲིག	གུང་ཁྲན་རིང་ལུགས།	དད་མོས།
བེམ་གཟུགས་རི་མོ།	stilllife	ཕྱི་ཡིག་གི་མིང་།
བྱིའུ་ཁྲ།	རྒྱལ་ཁབ་ཀྱི་སྲུང་སྐྱོབ་སྲོག་ཆགས་རིམ་པ་གཉིས་པ།	སྲུང་སྐྱོབ་རིམ་པ།
ཆུ་མགོ་ཁ་རླངས་།	ཐེམ་ཆེན་རྫོང་གི་ནུབ་ཕྱོགས་སུ་ཡོད།	གནས་ཡུལ།
རྐྱེན་དྲུག	六称号	རྒྱ་ཡིག་གི་མིང་
རྒྱལ་དམངས་སྲིད་གཞུང་གི་དུས་མགོའི་དབང་སྒྱུར།	ཅང་ཅེ་ཧྲི།	མི་སྣ།
ཆུ་དམར།	སྨི3696	མཚོ་འཕགས།
མལ་གྱོ་ལོ་ཙཱ་བ།	马居译师	རྒྱ་ཡིག་གི་མིང་།
ཕག་གྲུའི་སྲིད་སྐྱོང་དུས་རབས།	སྤྱི་ལོ1354-1641ལོ།	ཕག་གྲུའི་སྲིད་སྐྱོང་དུས་རབས།
མགར་གྲོང་ཨ་མྱེས་བསྟན་སྐྱོང་།	གཞི་བདག	རིགས་དབྱེ།
རྡོ་བརྐོས་ཆོས་བརྩིགས།	སྨི3511ཡོད།	མཚོ་འཕགས།
འཇམ་དབྱངས་ཕུན་ཚོགས།	དགེ་ལུགས།	གྲུབ་མཐའ།
གཟིག	འོ་འཐུང་སྐོར།	སྐོར།
རྒྱལ་སྡེ་སྐར་ཆུང་ལྷ་ཁང་གི་རྡོ་རིང་གི་ཡི་གེ	སྤྱི་ལོ（798－815）	བཞེངས་ལོ།
ཡིའུ་ཐའེ་མི།	ཁྲི1320（སྤྱི་ལོ2007ལོར）	མི་གྲངས།
རྒྱལ་སྤྱིའི་ཨོ་རྩལ་ལྷན་ཚོགས།	སུའེ་ཙེར་ལུའོ་སང་།	སྤྱི་ཁྱབ་ཁང་།
ཀུའུ་ཁའེ་ཀྲི།	顾恺之	རྒྱ་ཡིག་གི་མིང་།
པའེ་ཧྲ།	白沙	རྒྱ་ཡིག་གི་མིང་།
འཆི་མེད་དབང་མོ།	དར་མདོ་མི་རིགས་དགེ་འོས་སློབ་གྲྭ།	མཐར་ཕྱིན་སློབ་གྲྭ།
མཚོ་ལེ།	Nauticalmile	ཕྱི་ཡིག་གི་མིང་།
ཨཱ་ན་ཞི་མུ་ནེ།	ཨཱ་ན་ཞི་མུ་ནེ།	བོད་ཡིག་གི་མིང་།
ཞོ་འཐུང་རུས་པ།	ནང་བསྟན་གྱི་བརྡ་ཆད།	ཁོངས་གཏོགས།
ཨ་མཆོག་འཇམ་དབྱངས་མཁྱེན་རབ་རྒྱ་མཚོ།	སྤྱི་ལོ1849ལོ།	འཁྲུངས་ལོ།
སྐྲན་ནད་ཕོག་སླ་བའི་གོམས་གཤིས་ལྔ།	གསོ་རིག་ཁམས་གསོོ།	ཁོངས་གཏོགས།
འགྱེད་འཕྲོའི་སྦག་བཙོག	放射性污染	རྒྱ་ཡིག་གི་མིང་།
འགྲོས་ལྡབ།	Meter	ཕྱི་ཡིག་གི་མིང་།
བྱེ་ཐང་གི་གླག་རྒོད།	རྔོན་རྒྱག་དཀྲུམ་མདའ།	རིགས།
བོང་སྟག་དཔའ་སྐྱོང་ཚང་།	མཚོ་སྔོན་ཞིང་ཆེན་མཚོ་ནུབ་ཁུལ་ཐེམ་ཆེན་རྫོང་།	སྲིད་འཛིན་ཁོངས་གཏོགས།
རྨི་ལམ་རོལ་བ།	1915ལོའི་ཟླ7པའི་ཚེས23ཉིན།	འཁྲུངས་ལོ།
འུག་པ།	རྒྱལ་ཁབ་ཀྱི་སྲུང་སྐྱོབ་སྲོག་ཆགས་རིམ་པ་གཉིས་པ།	སྲུང་སྐྱོབ་རིམ་པ།
དབྱིན་ཇི་བཙན་རྒྱལ་ཆེན་མོ།	ཁྲི6514(སྤྱི་ལོ2015ལོ)	མི་གྲངས།
ལིའུ་སུའོ་ཐོའུ་གྲོང་ཚོ།	སི་ཁྲོན་ཞིང་ཆེན་རྔ་བ་ཁུལ་ཟུང་ཆུ་རྫོང་།	སྲིད་འཛིན་ཁོངས་གཏོགས།
རྐྱེན་ལྡན་འོད་ཁུངས།	相干光源	རྒྱ་ཡིག་གི་མིང་།
ན་ཁྲི་སྟེགས་ཆུ་མིག	ན་གོར་མོ་གྲོང་ཁྱེར་གདང་ལ་གྲོང་རྡལ།	སྲིད་འཛིན་ཁོངས་གཏོགས།
འགུལ་ཚད་ངེས་སྲོལ།	动量定理	རྒྱ་ཡིག་གི་མིང་།
